"Data Structures","Algorithms","Operating Systems","Computer Networks","Database Management","Object Oriented Programming","Computer Architecture","Discrete Mathematics","Theory of Computation","Compiler Design","Artificial Intelligence","Machine Learning","Deep Learning","Computer Graphics","Software Engineering","Web Development","Mobile App Development","Cybersecurity","Cryptography","Cloud Computing","Distributed Systems","Parallel Computing","Natural Language Processing","Computer Vision","Robotics","Embedded Systems","Digital Logic Design","Microprocessors","Linear Algebra","Probability and Statistics","Numerical Methods","Information Theory","Data Mining","Big Data Analytics","Internet of Things","Blockchain Technology","Human Computer Interaction","Software Testing","DevOps","API Design and Development","Data Visualization","Network Security","Digital Signal Processing","Image Processing","Programming Languages","Functional Programming","System Programming","Game Development","Quantum Computing","Bioinformatics","Ethical Hacking","Formal Methods","Graph Theory","Advanced Algorithms","Computer Ethics"
43,57,65,58,72,66,51,24,33,66,91,78,41,56,66,78,60,49,76,86,80,89,61,75,46,56,66,82,60,60,61,83,71,66,68,67,72,56,74,79,83,41,66,51,63,47,97,60,48,73,74,59,55,55,75
63,38,48,64,60,58,69,60,36,53,64,45,49,63,80,73,83,90,73,76,59,34,82,59,57,73,65,71,87,69,52,81,57,83,88,50,76,88,57,84,74,77,64,66,74,79,45,86,78,78,64,32,62,76,70
78,50,74,45,65,92,67,62,63,46,71,75,68,88,54,74,78,61,86,84,51,63,59,70,66,51,60,74,51,35,69,51,58,67,78,83,76,67,64,60,67,50,73,99,67,67,66,79,53,58,73,67,73,77,96
82,39,54,79,80,78,77,57,73,74,64,78,56,66,73,81,61,85,73,60,49,80,73,65,66,69,77,66,84,70,78,60,78,75,70,45,82,75,71,81,77,95,80,42,58,68,54,93,78,73,59,90,65,50,75
69,68,65,81,62,91,48,52,38,75,69,89,64,50,52,89,69,26,58,53,65,59,49,63,34,80,95,74,67,68,75,29,51,70,58,70,87,72,57,69,81,64,61,90,62,83,55,84,55,69,53,62,77,48,79
55,62,78,58,64,56,60,73,42,50,63,62,75,78,92,66,72,74,48,69,62,64,62,69,50,67,70,78,55,56,43,91,82,90,72,84,71,72,89,73,91,22,66,47,79,75,78,76,62,69,64,56,48,50,52
68,56,82,80,81,62,54,80,54,73,73,76,60,46,77,87,86,76,65,68,70,72,56,60,74,63,89,65,69,71,63,78,77,72,69,70,60,81,64,82,73,80,51,40,43,70,54,68,37,67,73,55,46,46,84
93,58,54,80,78,68,77,66,68,66,89,98,63,81,72,65,68,75,60,72,42,79,77,64,64,37,52,88,62,48,73,54,72,69,82,51,88,86,92,86,85,50,60,76,78,29,41,62,72,45,81,76,72,52,74
73,82,84,56,58,74,84,45,25,95,62,71,69,84,72,75,77,64,24,60,69,70,57,88,63,58,64,86,59,62,62,67,60,89,70,61,74,73,79,80,82,63,40,83,89,68,59,61,44,73,86,28,59,47,80
83,72,80,66,81,62,48,34,56,75,69,59,32,65,85,64,64,75,41,79,68,76,54,32,81,55,56,40,38,76,67,66,91,61,63,86,75,60,75,59,79,46,28,73,67,57,59,86,31,62,81,37,82,68,75
75,63,73,87,56,66,53,39,38,64,66,55,67,68,63,92,85,67,45,97,51,74,67,78,88,92,80,83,66,43,63,72,71,54,75,60,63,83,85,62,71,66,45,67,46,47,64,82,20,65,64,83,95,77,68
72,86,78,69,82,64,78,54,38,41,85,79,49,89,76,91,79,71,46,95,58,67,42,75,33,67,75,86,49,50,39,84,78,67,66,73,81,59,92,70,77,80,40,69,83,67,58,100,37,50,94,55,49,42,77
70,37,84,56,63,73,50,32,53,48,48,66,66,72,80,67,61,74,87,66,74,72,79,44,74,62,53,59,58,78,75,66,78,64,78,57,84,76,69,82,70,67,94,60,67,53,49,78,63,84,72,65,50,93,62
77,61,71,75,98,74,59,65,60,66,60,68,74,60,70,88,67,41,25,98,38,70,58,74,83,33,86,84,58,91,58,45,91,72,81,89,59,72,75,84,85,77,60,46,71,60,78,63,70,64,79,55,37,38,62
68,63,76,53,90,81,59,47,62,67,52,74,45,67,79,81,69,55,78,60,52,65,53,57,77,75,58,38,86,68,46,59,77,90,82,74,66,95,84,77,66,58,67,65,63,76,66,69,71,87,81,80,76,54,75
76,87,50,81,97,73,51,60,57,57,67,53,68,59,81,79,71,98,69,80,71,27,63,74,73,56,71,82,69,70,69,38,71,74,67,76,80,85,76,61,85,73,68,55,72,64,50,88,61,74,58,78,56,67,85
49,34,39,50,71,66,83,40,74,69,54,59,61,48,72,75,77,46,81,81,71,43,72,59,77,61,70,47,55,57,68,37,66,70,72,63,80,63,73,72,73,56,72,54,82,59,81,77,47,62,82,53,56,89,61
65,50,75,65,64,66,77,57,48,65,77,44,64,78,86,69,63,54,48,64,59,62,84,90,80,83,68,54,73,74,60,50,57,51,100,98,69,75,55,74,84,53,43,79,69,74,50,74,60,34,68,42,82,56,65
60,71,40,58,88,71,54,81,70,50,68,95,57,56,93,81,95,61,64,80,60,58,58,44,55,75,84,63,71,48,70,55,81,69,85,67,63,80,74,68,79,87,65,61,67,46,81,65,31,54,69,49,60,68,84
69,59,55,65,72,73,66,51,7,63,61,50,86,62,59,74,65,77,29,64,72,89,64,75,51,59,61,42,91,54,74,38,97,64,61,75,74,71,70,90,61,75,64,68,53,77,53,76,60,57,80,22,67,17,86
65,63,53,67,66,62,75,52,85,53,68,73,56,79,87,76,83,65,63,73,50,56,69,52,76,57,84,52,71,66,77,67,79,65,89,52,100,85,80,61,73,72,56,82,61,39,71,66,76,57,74,71,51,43,94
63,74,70,45,60,82,81,57,35,34,51,80,34,44,70,87,75,60,76,75,69,62,42,53,51,60,48,62,73,89,81,56,62,78,63,100,73,77,48,81,67,61,33,59,68,48,71,84,63,52,53,58,65,58,60
72,78,69,79,70,82,63,53,72,61,94,71,58,50,67,80,86,58,53,64,65,52,62,67,62,70,73,63,92,69,82,72,100,69,72,83,91,69,69,74,65,57,70,69,64,69,60,72,34,88,64,61,64,21,83
63,63,78,76,89,78,56,65,24,50,62,66,52,73,62,92,77,63,55,68,78,81,84,90,74,64,78,67,72,53,71,38,61,71,100,90,94,77,39,80,68,46,65,84,79,77,74,87,55,71,48,62,66,24,75
67,71,62,46,61,100,53,33,32,49,96,86,72,73,73,71,97,56,60,88,87,62,64,68,69,59,65,55,71,47,63,61,75,69,84,58,86,91,89,69,87,65,50,62,80,77,52,84,10,88,97,31,59,53,70
72,61,79,68,71,74,58,63,28,84,58,94,41,74,99,96,69,66,83,72,59,57,75,95,73,39,82,70,36,52,71,42,64,75,54,68,82,85,77,75,63,57,42,53,69,56,50,86,55,54,58,78,68,46,78
74,46,63,64,50,59,44,80,74,52,98,68,76,81,89,83,77,68,53,74,82,82,69,70,90,68,60,59,57,90,62,46,70,77,59,49,71,71,81,71,59,51,64,67,55,77,78,83,37,57,59,68,74,71,65
81,52,73,63,62,66,49,59,49,46,69,88,79,79,68,74,76,85,62,64,45,59,72,81,87,97,43,67,78,82,82,83,50,71,79,58,61,70,81,65,67,55,34,60,42,60,49,85,46,68,80,57,59,29,79
95,65,45,65,56,72,65,69,71,35,71,63,79,65,91,80,69,48,50,57,48,50,66,81,70,74,63,62,64,68,63,70,64,81,61,55,63,88,69,91,72,45,60,84,76,73,55,70,73,52,77,61,55,39,76
60,76,66,67,88,83,60,50,68,70,55,69,61,75,58,71,55,70,54,59,52,82,77,72,54,54,64,40,84,64,65,50,70,69,78,75,72,96,72,63,81,85,60,58,57,74,86,76,71,36,55,68,54,64,89
47,63,80,60,89,52,50,91,39,76,61,82,55,76,72,79,55,63,42,65,72,59,63,42,90,64,57,83,47,23,72,62,55,57,84,68,69,84,67,66,69,33,52,80,64,67,79,98,73,58,70,35,59,59,88
63,72,59,70,85,78,69,41,57,77,81,78,53,69,80,72,63,81,79,65,71,56,75,41,67,59,45,63,53,73,90,58,66,60,65,56,54,64,80,90,82,43,72,80,59,65,56,77,54,80,81,37,60,94,74
41,80,53,56,73,89,56,54,81,50,68,52,31,65,90,68,68,88,70,62,74,50,33,51,70,91,93,68,60,55,46,51,64,85,81,61,78,68,89,87,91,67,56,60,64,77,33,76,51,76,50,54,76,71,72
75,34,49,77,50,62,60,29,71,77,74,84,74,73,81,82,68,67,50,64,86,55,63,75,57,91,67,68,46,64,50,78,55,61,74,85,86,79,70,80,88,51,62,79,90,41,65,73,51,74,100,49,84,61,70
73,72,66,39,91,95,60,70,45,50,69,57,50,64,70,71,66,66,41,72,69,63,52,67,67,50,55,52,71,84,69,51,59,66,72,76,63,55,72,78,76,76,65,76,80,68,40,62,77,50,59,75,62,70,73
49,56,52,64,53,81,78,54,79,46,86,45,73,57,64,94,87,76,56,58,86,70,62,66,60,61,50,62,44,55,61,85,62,80,76,67,54,68,70,83,73,39,51,72,100,85,51,83,65,55,67,51,75,57,82
58,91,79,71,72,81,67,69,75,59,63,84,66,73,66,90,87,57,93,65,80,52,81,55,67,68,88,60,75,69,67,54,82,52,60,69,77,81,62,75,75,71,63,46,92,53,71,75,78,77,74,61,63,95,94
64,71,55,52,56,94,60,44,68,54,78,61,82,73,76,87,66,53,73,86,72,72,72,58,87,71,56,59,50,58,68,77,46,84,80,70,80,71,72,96,91,86,81,76,53,68,75,59,63,69,89,50,56,58,73
80,54,68,77,85,70,48,66,70,51,71,77,70,80,88,83,65,51,49,75,59,52,52,68,83,57,60,56,33,58,39,88,79,70,61,72,84,86,64,85,85,43,59,83,60,60,67,84,91,53,85,44,72,31,84
65,61,79,66,69,87,41,64,57,58,74,44,51,66,80,67,99,61,77,52,54,52,71,78,73,51,65,54,65,86,77,55,76,76,69,66,72,82,80,85,67,79,78,84,61,57,17,62,54,64,66,62,62,36,72
67,59,63,55,66,66,65,52,50,46,80,83,74,91,62,81,71,54,63,48,44,60,68,66,65,80,49,77,51,72,43,78,66,83,84,70,83,70,31,73,63,48,71,60,72,41,88,74,77,82,71,66,70,60,66
83,45,83,58,61,78,50,53,68,72,78,82,70,57,74,77,69,61,80,65,56,28,68,80,45,51,71,66,46,66,78,73,76,67,86,72,79,55,64,82,84,60,62,57,75,90,59,50,80,42,68,40,69,79,65
60,58,66,61,70,73,70,67,61,50,76,84,66,67,68,70,75,76,69,79,63,61,85,89,85,61,81,60,55,83,77,74,60,66,72,47,89,72,89,70,78,68,85,60,69,78,69,86,59,72,68,68,69,60,74
78,53,100,63,76,89,76,91,48,67,81,60,60,67,49,69,91,66,83,98,66,67,63,66,65,60,64,55,51,56,59,57,74,82,71,92,58,97,69,69,85,64,57,65,70,72,83,71,71,59,80,64,22,47,88
84,71,81,76,63,79,57,64,66,67,61,51,56,68,75,86,70,69,33,60,76,47,50,55,47,75,76,66,57,47,86,70,63,55,98,82,81,60,90,56,74,78,65,59,51,100,87,55,56,74,70,35,77,35,54
80,75,64,57,89,85,66,57,43,49,83,56,43,66,75,74,69,74,89,83,74,65,72,86,76,62,75,62,70,71,64,48,61,65,79,59,71,86,50,72,88,65,75,61,70,100,66,76,67,67,62,17,55,97,84
66,60,68,61,67,58,55,54,26,72,64,43,32,62,72,72,71,69,64,87,63,64,69,37,50,94,52,63,81,64,51,53,74,73,81,79,60,75,59,67,70,55,73,48,70,81,78,75,46,68,60,76,55,67,90
83,66,58,67,91,91,77,56,30,58,73,82,25,66,49,79,72,57,45,57,58,59,75,55,77,72,80,47,74,42,53,63,82,71,73,62,79,60,61,84,74,49,82,75,72,47,76,59,47,84,58,70,55,50,96
73,65,39,61,68,65,83,45,87,28,86,45,67,73,100,82,61,54,52,74,52,70,65,57,71,75,68,66,40,71,51,64,73,69,63,72,92,70,68,87,79,63,67,60,45,63,79,77,72,58,79,33,34,60,78
76,72,58,78,98,86,42,73,75,59,67,62,73,57,72,79,84,49,61,82,54,60,61,59,53,61,65,84,54,54,51,55,57,63,82,86,75,73,73,96,83,64,61,58,74,55,53,78,53,55,81,62,56,51,66
81,61,62,67,82,67,48,51,72,64,71,64,55,80,87,88,69,35,40,74,70,50,57,79,80,65,73,75,60,66,48,55,63,66,90,64,81,56,69,86,74,37,64,93,74,54,83,69,80,65,65,50,49,54,72
68,60,44,58,70,80,64,58,48,53,60,72,82,61,83,66,68,58,67,66,61,47,57,57,67,67,70,61,86,54,75,50,76,80,81,45,89,63,73,79,70,60,72,62,47,71,65,75,75,57,86,54,75,64,82
98,65,56,36,83,78,77,100,69,47,87,58,88,78,75,85,81,64,64,46,81,59,59,46,74,46,58,79,71,57,60,52,71,83,54,60,72,63,54,68,67,87,71,61,85,59,97,79,30,75,49,52,76,100,89
55,75,82,43,68,74,68,59,53,58,68,55,76,76,69,66,84,77,49,70,63,57,43,97,58,70,70,68,73,64,67,79,71,66,64,71,82,74,71,86,71,64,60,75,60,51,64,82,54,69,68,59,41,39,77
39,67,71,50,61,82,77,70,50,71,83,80,72,65,61,81,76,64,84,77,48,63,51,75,68,49,70,59,59,69,55,54,74,69,80,79,74,72,74,64,84,54,79,70,80,40,72,52,59,64,73,100,66,51,82
48,51,50,46,78,74,76,27,81,48,51,72,69,73,59,88,67,91,51,78,60,55,76,60,59,61,76,67,66,72,74,70,80,72,75,76,72,73,76,66,81,57,42,63,67,100,63,76,51,46,64,59,65,60,85
68,55,59,48,60,90,68,77,61,59,100,82,65,73,76,59,77,63,56,24,65,46,54,62,51,79,78,47,82,69,72,54,70,75,79,81,91,81,69,93,79,50,59,93,94,60,39,62,78,88,67,64,71,63,92
54,79,66,59,75,80,85,59,33,85,68,92,60,64,73,74,63,55,46,45,72,80,51,59,76,57,72,69,77,42,69,76,70,55,72,61,79,66,83,52,75,58,23,69,41,51,38,60,68,67,84,64,78,38,65
52,44,95,61,74,67,54,82,77,63,73,57,54,49,75,80,58,74,47,58,52,53,77,53,82,58,63,60,29,81,61,48,54,95,84,71,66,60,88,100,89,83,48,69,69,82,67,73,28,72,84,22,43,48,60
43,57,55,57,72,99,77,66,48,63,70,78,86,70,85,91,67,63,62,62,46,40,49,76,80,16,68,74,76,74,71,37,82,72,70,71,74,73,60,76,66,38,81,55,68,63,66,69,68,100,86,47,50,65,76
62,64,66,68,61,74,39,42,75,42,67,66,49,81,83,90,92,72,70,65,47,74,90,47,76,55,87,63,43,73,54,68,72,64,64,59,79,84,63,63,84,54,60,67,47,68,81,76,31,65,53,46,33,62,85
70,54,51,62,76,77,66,69,49,68,71,65,61,76,70,91,80,92,85,60,72,49,67,53,49,50,78,66,73,35,66,56,74,82,78,74,72,77,77,73,84,94,60,75,48,45,48,80,97,66,60,40,49,49,70
76,28,60,66,87,75,56,64,58,59,67,59,66,63,78,82,61,49,75,65,60,53,74,71,52,86,85,63,62,70,67,43,91,83,65,75,70,50,68,67,73,76,44,81,67,74,65,73,66,49,77,61,61,59,67
58,65,50,65,65,82,90,39,86,65,76,82,62,93,60,83,72,82,50,69,46,55,78,86,64,76,49,41,74,81,83,80,37,79,59,60,66,65,71,61,83,74,84,68,58,64,38,76,26,85,48,68,56,51,100
65,68,79,70,83,91,60,42,36,33,64,72,60,38,63,68,72,75,50,79,55,49,66,61,54,57,79,66,66,49,73,56,80,63,84,70,81,75,54,83,84,80,74,65,82,53,83,88,58,65,39,60,48,53,78
98,100,60,67,89,62,52,66,48,26,75,79,75,72,65,85,90,56,54,75,61,52,62,62,62,64,64,57,69,80,72,63,64,65,69,49,98,86,64,77,75,78,70,66,75,69,80,79,68,67,67,78,91,79,83
84,65,35,77,94,69,71,61,18,34,66,50,48,66,59,73,72,80,60,65,72,43,72,59,70,41,51,63,68,76,68,52,71,52,89,70,68,100,65,91,72,63,74,50,74,65,74,71,76,76,62,48,64,47,84
67,69,73,40,76,76,68,49,71,61,51,74,76,58,76,69,70,63,63,67,56,65,90,66,61,68,85,72,44,82,72,64,76,66,82,83,77,92,64,62,89,87,48,80,82,42,48,89,64,58,57,38,56,63,69
81,54,64,64,88,87,71,57,46,83,74,77,46,84,47,69,71,65,78,76,68,50,65,74,81,82,58,80,68,79,58,66,63,87,85,54,78,75,78,76,78,58,54,78,59,87,53,64,80,67,42,49,68,71,92
54,42,56,54,68,82,56,51,47,42,98,76,54,57,75,87,63,84,46,83,54,58,54,54,77,66,81,69,62,70,55,58,80,62,68,51,71,78,77,72,67,62,47,79,78,75,69,74,56,47,64,57,65,42,84
56,59,88,90,79,70,61,66,64,53,74,91,44,71,70,91,85,64,57,41,75,43,78,81,97,52,47,57,42,44,75,71,71,81,68,61,85,74,66,70,86,68,71,77,63,51,61,85,67,63,80,69,60,60,85
52,89,36,50,56,77,59,64,50,47,91,78,48,81,86,70,65,60,70,64,90,80,59,69,65,39,61,76,37,48,68,49,70,69,76,73,53,74,75,65,71,55,88,53,65,64,63,69,34,67,86,56,54,51,79
85,63,61,57,72,78,48,90,53,33,79,58,53,72,82,90,67,79,78,61,49,52,89,86,88,62,46,44,73,47,84,73,83,58,72,94,75,68,58,75,74,40,72,55,45,58,66,74,59,71,62,44,64,72,76
89,43,71,70,61,64,85,47,84,46,69,89,84,71,64,86,63,57,56,95,60,65,82,66,87,66,70,71,78,48,70,50,51,73,81,65,80,67,82,80,75,63,89,51,57,67,54,65,34,76,92,50,68,57,91
86,36,37,47,72,71,54,63,60,72,67,60,67,57,66,76,84,56,27,67,69,71,84,53,63,50,51,56,57,72,83,81,58,91,81,82,65,85,79,60,80,68,53,83,72,77,76,81,59,74,47,35,60,62,82
55,53,70,60,48,80,56,70,51,58,67,77,65,68,100,89,61,74,67,71,69,53,77,61,85,73,75,51,56,23,55,43,66,70,80,54,64,61,74,80,76,66,46,51,52,66,37,63,62,50,77,34,84,50,83
62,30,31,33,68,83,39,60,76,72,71,71,83,67,64,66,74,74,67,61,60,66,53,63,84,70,63,62,56,44,56,63,58,94,86,50,64,56,64,66,73,68,51,93,66,62,65,80,39,70,79,39,67,67,78
75,78,54,57,63,78,39,62,52,62,62,54,69,75,76,72,68,66,56,44,55,55,50,100,78,90,88,61,54,70,72,60,86,50,82,86,84,67,67,64,86,54,68,79,53,72,63,72,39,69,73,41,61,89,87
61,58,73,42,99,74,67,59,41,69,50,65,70,65,52,77,82,68,67,72,67,72,63,72,72,73,52,68,44,69,70,51,50,74,68,49,75,62,65,77,75,76,56,87,59,75,54,85,51,77,81,47,33,81,77
67,15,51,66,83,84,48,35,60,57,68,64,87,62,82,71,68,62,58,56,56,57,55,71,71,49,61,43,68,33,64,67,55,62,92,60,67,70,63,56,78,62,38,63,66,68,68,89,79,55,65,61,62,45,68
54,76,85,64,100,76,49,45,64,73,93,75,70,64,72,71,64,76,52,75,70,38,77,73,56,61,45,69,60,58,71,57,72,75,91,100,73,80,64,68,87,69,56,69,55,57,65,93,47,68,53,32,75,18,91
85,69,76,64,72,65,82,37,32,72,71,52,66,61,57,76,78,82,64,64,70,76,79,54,71,61,56,52,65,70,73,77,56,100,84,85,99,66,70,85,56,69,75,67,61,57,59,68,66,72,74,49,70,55,76
65,99,52,52,75,65,55,64,49,74,57,72,72,69,68,87,78,68,55,62,62,82,71,65,65,74,57,55,77,66,55,51,71,48,61,61,82,67,64,93,86,57,49,90,52,70,46,81,67,77,70,65,55,38,73
60,77,73,53,63,74,66,64,73,47,67,65,63,70,67,72,77,52,82,66,64,79,73,55,71,47,71,58,87,54,49,62,55,91,83,78,65,77,64,79,96,73,66,52,69,68,39,52,72,100,76,56,59,61,82
84,45,64,93,78,80,46,69,64,35,72,79,85,69,79,86,67,52,83,78,65,62,81,75,69,51,59,55,65,63,57,82,71,72,92,87,83,76,65,64,73,50,66,66,66,48,43,77,56,69,86,75,43,54,76
59,77,53,80,70,78,53,80,94,77,40,67,75,53,71,65,57,41,53,47,60,61,76,62,89,50,89,51,82,56,51,65,57,75,73,69,85,60,81,90,89,72,73,64,80,65,50,87,72,68,72,45,63,57,84
68,69,71,81,76,67,77,67,56,69,47,87,75,68,85,58,74,89,55,61,56,74,58,84,78,70,79,64,83,63,66,35,74,75,71,77,66,69,76,75,79,48,53,91,77,67,71,61,49,63,67,92,60,39,72
94,54,48,89,61,69,47,74,63,85,59,72,49,75,62,71,80,63,37,82,65,65,71,84,67,69,61,90,39,42,93,35,69,70,85,70,85,68,88,76,86,45,98,94,74,55,47,73,55,73,78,36,39,89,72
54,58,71,63,74,58,43,54,44,65,61,75,59,71,57,70,65,57,34,70,39,58,89,72,62,68,91,79,65,98,62,60,77,71,86,50,54,60,72,87,75,41,37,66,71,69,65,84,87,64,89,48,34,35,79
76,67,34,83,87,88,35,56,57,62,93,50,92,72,69,69,64,72,88,74,80,61,58,52,77,69,79,71,57,65,71,84,68,71,63,60,75,82,77,67,82,58,44,50,67,72,52,73,55,55,80,76,41,50,84
64,68,56,79,79,74,94,51,68,69,64,69,87,69,68,75,55,54,63,77,42,55,53,63,39,75,74,72,66,69,68,45,75,67,68,57,70,70,74,89,82,66,61,68,62,86,66,71,56,55,58,69,68,74,69
81,42,60,46,79,89,58,37,44,86,66,66,66,89,62,84,91,83,44,68,46,63,100,65,67,73,82,68,62,52,42,34,67,71,77,31,69,54,83,57,77,49,74,74,59,65,51,76,49,87,55,66,65,54,72
79,24,61,82,50,86,72,58,34,54,77,63,72,73,78,80,97,54,80,72,68,57,62,73,66,57,73,92,62,71,84,74,59,68,82,87,88,65,71,79,87,96,60,73,52,80,47,74,25,37,58,44,83,69,84
89,57,62,54,74,85,87,91,64,53,59,51,47,70,83,77,70,60,70,68,67,75,62,67,47,77,73,61,66,49,82,80,55,76,74,76,77,79,78,81,63,64,47,57,81,68,51,85,73,63,63,57,61,69,83
56,61,83,60,75,62,55,69,73,70,54,58,47,66,67,80,74,89,75,64,69,45,66,60,67,51,68,74,53,83,63,88,56,86,89,74,75,63,87,67,91,74,43,68,74,49,74,55,44,70,83,59,61,72,73
65,65,53,61,66,79,73,58,59,63,57,72,55,72,80,79,71,62,58,65,95,48,74,54,70,54,82,91,53,52,70,75,62,74,78,72,77,77,54,51,84,84,66,73,54,43,43,75,84,70,63,25,66,60,88
56,81,67,48,68,85,61,43,61,78,78,82,56,81,68,78,73,59,66,77,70,44,80,61,57,94,73,76,44,67,69,58,68,84,69,100,81,67,76,66,75,80,62,79,73,67,64,62,6,78,63,7,77,65,80
67,72,61,55,52,75,69,62,61,60,66,84,67,61,84,71,70,53,57,63,70,41,64,74,72,87,53,78,44,42,59,65,82,86,66,67,79,71,82,65,56,59,65,69,66,55,65,62,61,79,77,63,44,61,73
51,69,65,57,90,79,55,50,43,35,84,60,80,56,84,79,79,55,70,58,87,36,72,65,47,64,72,62,38,55,47,67,59,59,84,61,75,78,50,96,76,60,46,48,72,66,36,86,69,75,60,33,37,80,77
87,67,55,73,80,70,75,1,42,59,51,88,78,70,58,74,83,57,68,81,52,49,65,64,78,51,55,45,42,78,73,76,63,97,73,53,57,70,94,77,81,54,75,61,50,62,74,87,75,50,95,24,76,42,88
60,70,96,49,63,84,83,36,37,60,64,85,62,46,70,86,66,56,63,75,47,64,57,57,74,76,63,50,91,43,76,67,81,58,62,74,89,77,55,89,72,68,57,69,65,80,62,71,44,77,72,82,60,56,72
71,83,67,58,73,76,70,85,68,61,48,42,50,82,82,86,72,53,82,68,64,71,68,46,79,76,79,74,72,59,47,88,59,75,85,67,62,72,88,78,87,68,68,78,77,45,45,75,36,55,68,55,37,58,63
44,65,62,100,49,71,77,66,84,50,60,53,88,52,67,56,55,65,47,58,76,68,70,54,91,69,56,62,67,54,59,60,74,72,84,63,89,75,59,76,75,82,84,73,67,42,35,80,73,53,59,62,79,55,91
39,56,54,62,93,74,73,100,31,100,51,66,83,60,76,84,62,69,45,78,70,71,52,76,78,59,53,59,68,35,66,69,70,61,70,80,64,72,73,81,62,83,47,63,60,77,66,73,67,70,81,59,84,56,87
62,49,88,98,64,68,58,61,62,67,85,96,60,82,70,83,72,75,48,76,68,74,79,75,61,68,66,63,63,46,82,73,65,72,69,61,63,83,61,76,69,58,63,60,67,54,89,69,53,67,74,30,45,58,81
80,31,43,73,75,70,62,48,59,59,79,86,55,80,71,83,74,82,68,67,36,42,72,57,69,42,73,66,62,82,63,69,64,100,55,79,76,79,94,90,80,47,43,63,60,59,62,81,63,60,72,53,56,72,74
65,37,70,43,74,79,72,59,64,31,75,72,67,72,83,86,59,55,46,73,53,67,72,88,53,67,71,66,51,76,41,70,63,85,68,68,66,68,77,82,81,57,45,69,66,46,58,71,43,29,92,34,47,87,99
62,52,49,64,93,62,69,52,92,45,66,55,76,61,68,80,81,79,46,69,59,47,53,58,61,86,76,47,46,80,94,62,85,71,70,68,53,72,78,75,70,67,64,70,71,71,86,79,79,71,61,27,77,61,95
78,82,62,63,64,78,57,72,58,64,72,81,71,79,67,72,72,40,71,97,85,90,62,74,83,57,84,68,67,81,74,84,92,66,61,74,87,72,72,77,74,70,78,59,49,66,66,91,61,61,73,48,72,55,64
51,65,51,46,63,69,65,43,42,65,79,61,46,59,74,98,59,65,52,60,41,57,69,65,73,61,76,77,90,69,87,57,42,61,78,69,70,71,81,56,84,77,53,62,68,56,71,94,63,50,62,54,39,76,91
49,68,46,81,85,76,52,69,68,50,54,77,72,50,94,75,57,55,83,78,81,85,55,70,93,54,51,49,40,66,56,74,68,68,61,75,76,73,70,64,78,87,72,77,64,60,73,79,69,58,57,81,30,66,80
52,65,33,54,80,73,96,57,67,74,77,71,51,79,74,82,72,76,56,78,65,61,73,55,50,89,70,60,57,82,75,53,82,70,80,91,65,91,67,80,77,47,45,59,60,80,62,59,64,68,90,60,42,48,70
56,69,60,58,70,72,59,68,70,63,62,97,67,74,69,68,66,44,61,95,58,85,49,84,71,61,84,53,55,53,69,76,59,77,83,86,69,67,77,73,70,55,89,99,71,73,43,77,63,52,69,51,57,15,84
62,56,24,57,85,86,73,65,52,60,47,72,39,66,75,74,48,38,53,50,62,39,64,61,40,62,63,64,52,77,60,83,74,62,58,82,84,59,93,73,75,54,57,52,63,59,72,71,29,55,41,29,39,46,77
64,60,64,57,74,70,69,63,41,58,58,70,79,50,44,88,82,77,65,84,64,72,66,67,46,82,52,60,55,37,55,72,79,67,73,58,75,67,79,81,74,56,69,53,58,70,46,57,75,66,68,75,46,39,66
52,72,76,60,100,61,73,47,84,64,54,60,81,66,68,70,72,65,45,63,60,56,60,62,76,64,74,37,68,73,54,67,69,68,74,88,79,79,91,77,84,78,77,59,59,37,69,80,55,51,68,24,65,65,100
57,51,57,61,75,65,77,63,75,65,74,57,77,83,72,85,79,64,75,76,31,68,59,65,62,54,63,86,61,93,57,80,84,70,56,70,63,84,73,71,94,52,97,50,71,85,47,61,88,80,96,36,47,45,78
58,52,65,81,84,81,65,54,45,62,100,97,50,87,80,96,68,62,81,60,56,25,78,62,68,66,70,53,48,70,54,44,86,60,68,73,71,73,58,67,61,88,70,73,59,56,77,76,81,53,90,44,79,27,87
70,69,59,70,91,55,70,44,34,38,74,60,55,80,55,80,73,65,63,69,73,45,67,62,69,47,45,59,65,65,68,74,56,61,73,48,74,53,72,75,67,71,75,88,65,74,66,75,36,41,49,65,70,83,65
64,66,53,52,71,68,82,69,33,52,80,66,60,84,63,76,72,47,83,76,41,79,73,52,66,68,90,63,59,76,91,79,43,63,61,80,75,74,82,61,90,88,61,72,72,74,95,74,44,74,52,60,62,79,82
73,24,80,53,89,78,57,68,73,38,54,73,54,77,80,77,76,50,60,78,68,99,72,81,80,66,74,87,52,41,67,88,78,64,60,72,87,87,87,83,83,74,78,86,70,74,34,65,49,56,84,42,63,65,89
66,58,66,82,68,61,39,55,78,56,87,47,60,86,88,73,90,73,57,44,69,82,54,61,91,39,78,52,73,64,49,76,71,69,65,76,71,64,71,75,67,67,96,68,53,58,86,73,27,71,63,34,84,82,82
70,51,85,75,80,66,58,53,70,80,85,86,70,63,59,90,69,76,45,65,100,64,73,57,94,38,47,52,79,80,79,53,63,74,72,71,69,86,79,70,63,61,53,51,78,61,56,77,100,76,77,49,94,74,73
